# time passed	number of events	interval average	total
5100.0	247.0	32.93333333333333	160170.0
5107.5	231.0	30.8	160401.0
5115.0	210.0	28.0	160611.0
5122.5	239.0	31.866666666666667	160850.0
5130.0	249.0	33.2	161099.0
5137.5	248.0	33.06666666666667	161347.0
5145.0	263.0	35.06666666666667	161610.0
5152.5	264.0	35.2	161874.0
5160.0	240.0	32.0	162114.0
5167.5	235.0	31.333333333333332	162349.0
5175.0	192.0	25.6	162541.0
5182.5	236.0	31.466666666666665	162777.0
5190.0	208.0	27.733333333333334	162985.0
5197.5	240.0	32.0	163225.0
5205.0	225.0	30.0	163450.0
5212.5	203.0	27.066666666666666	163653.0
5220.0	257.0	34.266666666666666	163910.0
5227.5	233.0	31.066666666666666	164143.0
5235.0	228.0	30.4	164371.0
5242.5	235.0	31.333333333333332	164606.0
5250.0	231.0	30.8	164837.0
5257.5	238.0	31.733333333333334	165075.0
5265.0	231.0	30.8	165306.0
5272.5	243.0	32.4	165549.0
5280.0	255.0	34.0	165804.0
5287.5	244.0	32.53333333333333	166048.0
5295.0	263.0	35.06666666666667	166311.0
5302.5	232.0	30.933333333333334	166543.0
5310.0	210.0	28.0	166753.0
5317.5	262.0	34.93333333333333	167015.0
5325.0	251.0	33.46666666666667	167266.0
5332.5	218.0	29.066666666666666	167484.0
5340.0	257.0	34.266666666666666	167741.0
5347.5	240.0	32.0	167981.0
5355.0	237.0	31.6	168218.0
5362.5	234.0	31.2	168452.0
5370.0	246.0	32.8	168698.0
5377.5	226.0	30.133333333333333	168924.0
5385.0	258.0	34.4	169182.0
5392.5	251.0	33.46666666666667	169433.0
5400.0	239.0	31.866666666666667	169672.0
5407.5	253.0	33.733333333333334	169925.0
5415.0	247.0	32.93333333333333	170172.0
5422.5	219.0	29.2	170391.0
5430.0	223.0	29.733333333333334	170614.0
5437.5	224.0	29.866666666666667	170838.0
5445.0	229.0	30.533333333333335	171067.0
5452.5	223.0	29.733333333333334	171290.0
5460.0	197.0	26.266666666666666	171487.0
5467.5	230.0	30.666666666666668	171717.0
5475.0	231.0	30.8	171948.0
5482.5	231.0	30.8	172179.0
5490.0	239.0	31.866666666666667	172418.0
5497.5	231.0	30.8	172649.0
5505.0	235.0	31.333333333333332	172884.0
5512.5	232.0	30.933333333333334	173116.0
5520.0	242.0	32.266666666666666	173358.0
5527.5	239.0	31.866666666666667	173597.0
5535.0	228.0	30.4	173825.0
5542.5	242.0	32.266666666666666	174067.0
5550.0	240.0	32.0	174307.0
5557.5	212.0	28.266666666666666	174519.0
5565.0	250.0	33.333333333333336	174769.0
5572.5	231.0	30.8	175000.0
5580.0	243.0	32.4	175243.0
5587.5	232.0	30.933333333333334	175475.0
5595.0	265.0	35.333333333333336	175740.0
5602.5	215.0	28.666666666666668	175955.0
5610.0	257.0	34.266666666666666	176212.0
5617.5	248.0	33.06666666666667	176460.0
5625.0	252.0	33.6	176712.0
5632.5	232.0	30.933333333333334	176944.0
5640.0	238.0	31.733333333333334	177182.0
5647.5	227.0	30.266666666666666	177409.0
5655.0	253.0	33.733333333333334	177662.0
5662.5	237.0	31.6	177899.0
5670.0	245.0	32.666666666666664	178144.0
5677.5	243.0	32.4	178387.0
5685.0	236.0	31.466666666666665	178623.0
5692.5	239.0	31.866666666666667	178862.0
5700.0	250.0	33.333333333333336	179112.0
5707.5	239.0	31.866666666666667	179351.0
5715.0	236.0	31.466666666666665	179587.0
5722.5	244.0	32.53333333333333	179831.0
5730.0	245.0	32.666666666666664	180076.0
5737.5	265.0	35.333333333333336	180341.0
5745.0	228.0	30.4	180569.0
5752.5	212.0	28.266666666666666	180781.0
5760.0	219.0	29.2	181000.0
5767.5	231.0	30.8	181231.0
5775.0	211.0	28.133333333333333	181442.0
5782.5	225.0	30.0	181667.0
5790.0	234.0	31.2	181901.0
5797.5	225.0	30.0	182126.0
5805.0	247.0	32.93333333333333	182373.0
5812.5	256.0	34.13333333333333	182629.0
5820.0	222.0	29.6	182851.0
5827.5	245.0	32.666666666666664	183096.0
5835.0	212.0	28.266666666666666	183308.0
5842.5	226.0	30.133333333333333	183534.0
5850.0	261.0	34.8	183795.0
5857.5	214.0	28.533333333333335	184009.0
5865.0	250.0	33.333333333333336	184259.0
5872.5	218.0	29.066666666666666	184477.0
5880.0	243.0	32.4	184720.0
5887.5	242.0	32.266666666666666	184962.0
5895.0	234.0	31.2	185196.0
5902.5	237.0	31.6	185433.0
5910.0	243.0	32.4	185676.0
5917.5	246.0	32.8	185922.0
5925.0	232.0	30.933333333333334	186154.0
5932.5	243.0	32.4	186397.0
5940.0	251.0	33.46666666666667	186648.0
5947.5	231.0	30.8	186879.0
5955.0	215.0	28.666666666666668	187094.0
5962.5	232.0	30.933333333333334	187326.0
5970.0	222.0	29.6	187548.0
5977.5	248.0	33.06666666666667	187796.0
5985.0	232.0	30.933333333333334	188028.0
5992.5	239.0	31.866666666666667	188267.0
6000.0	220.0	29.333333333333332	188487.0
6007.5	237.0	31.6	188724.0
6015.0	225.0	30.0	188949.0
6022.5	229.0	30.533333333333335	189178.0
6030.0	220.0	29.333333333333332	189398.0
6037.5	248.0	33.06666666666667	189646.0
6045.0	257.0	34.266666666666666	189903.0
6052.5	223.0	29.733333333333334	190126.0
6060.0	222.0	29.6	190348.0
6067.5	229.0	30.533333333333335	190577.0
6075.0	268.0	35.733333333333334	190845.0
6082.5	217.0	28.933333333333334	191062.0
6090.0	242.0	32.266666666666666	191304.0
6097.5	230.0	30.666666666666668	191534.0
6105.0	228.0	30.4	191762.0
6112.5	259.0	34.53333333333333	192021.0
6120.0	239.0	31.866666666666667	192260.0
6127.5	221.0	29.466666666666665	192481.0
6135.0	207.0	27.6	192688.0
6142.5	250.0	33.333333333333336	192938.0
6150.0	248.0	33.06666666666667	193186.0
6157.5	244.0	32.53333333333333	193430.0
6165.0	220.0	29.333333333333332	193650.0
6172.5	231.0	30.8	193881.0
6180.0	230.0	30.666666666666668	194111.0
6187.5	232.0	30.933333333333334	194343.0
6195.0	239.0	31.866666666666667	194582.0
6202.5	246.0	32.8	194828.0
6210.0	248.0	33.06666666666667	195076.0
6217.5	227.0	30.266666666666666	195303.0
6225.0	231.0	30.8	195534.0
6232.5	198.0	26.4	195732.0
6240.0	228.0	30.4	195960.0
6247.5	228.0	30.4	196188.0
6255.0	236.0	31.466666666666665	196424.0
6262.5	256.0	34.13333333333333	196680.0
6270.0	262.0	34.93333333333333	196942.0
6277.5	256.0	34.13333333333333	197198.0
6285.0	259.0	34.53333333333333	197457.0
6292.5	258.0	34.4	197715.0
6300.0	255.0	34.0	197970.0
6307.5	200.0	26.666666666666668	198170.0
6315.0	239.0	31.866666666666667	198409.0
6322.5	240.0	32.0	198649.0
6330.0	243.0	32.4	198892.0
6337.5	223.0	29.733333333333334	199115.0
6345.0	261.0	34.8	199376.0
6352.5	225.0	30.0	199601.0
6360.0	235.0	31.333333333333332	199836.0
6367.5	226.0	30.133333333333333	200062.0
6375.0	229.0	30.533333333333335	200291.0
6382.5	202.0	26.933333333333334	200493.0
6390.0	230.0	30.666666666666668	200723.0
6397.5	222.0	29.6	200945.0
6405.0	235.0	31.333333333333332	201180.0
6412.5	251.0	33.46666666666667	201431.0
6420.0	238.0	31.733333333333334	201669.0
6427.5	239.0	31.866666666666667	201908.0
6435.0	236.0	31.466666666666665	202144.0
6442.5	231.0	30.8	202375.0
6450.0	223.0	29.733333333333334	202598.0
6457.5	249.0	33.2	202847.0
6465.0	264.0	35.2	203111.0
6472.5	210.0	28.0	203321.0
6480.0	239.0	31.866666666666667	203560.0
6487.5	224.0	29.866666666666667	203784.0
6495.0	238.0	31.733333333333334	204022.0
6502.5	234.0	31.2	204256.0
6510.0	243.0	32.4	204499.0
6517.5	242.0	32.266666666666666	204741.0
6525.0	241.0	32.13333333333333	204982.0
6532.5	225.0	30.0	205207.0
6540.0	254.0	33.86666666666667	205461.0
6547.5	231.0	30.8	205692.0
6555.0	230.0	30.666666666666668	205922.0
6562.5	239.0	31.866666666666667	206161.0
6570.0	239.0	31.866666666666667	206400.0
6577.5	240.0	32.0	206640.0
6585.0	226.0	30.133333333333333	206866.0
6592.5	222.0	29.6	207088.0
6600.0	258.0	34.4	207346.0
6607.5	226.0	30.133333333333333	207572.0
6615.0	265.0	35.333333333333336	207837.0
6622.5	234.0	31.2	208071.0
6630.0	234.0	31.2	208305.0
6637.5	204.0	27.2	208509.0
6645.0	244.0	32.53333333333333	208753.0
6652.5	258.0	34.4	209011.0
6660.0	241.0	32.13333333333333	209252.0
6667.5	232.0	30.933333333333334	209484.0
6675.0	223.0	29.733333333333334	209707.0
6682.5	258.0	34.4	209965.0
6690.0	244.0	32.53333333333333	210209.0
6697.5	264.0	35.2	210473.0
6705.0	245.0	32.666666666666664	210718.0
6712.5	235.0	31.333333333333332	210953.0
6720.0	259.0	34.53333333333333	211212.0
6727.5	222.0	29.6	211434.0
6735.0	222.0	29.6	211656.0
6742.5	248.0	33.06666666666667	211904.0
6750.0	238.0	31.733333333333334	212142.0
6757.5	275.0	36.666666666666664	212417.0
6765.0	247.0	32.93333333333333	212664.0
6772.5	249.0	33.2	212913.0
6780.0	224.0	29.866666666666667	213137.0
6787.5	239.0	31.866666666666667	213376.0
6795.0	255.0	34.0	213631.0
6802.5	243.0	32.4	213874.0
6810.0	243.0	32.4	214117.0
6817.5	230.0	30.666666666666668	214347.0
6825.0	237.0	31.6	214584.0
6832.5	228.0	30.4	214812.0
6840.0	240.0	32.0	215052.0
6847.5	226.0	30.133333333333333	215278.0
6855.0	219.0	29.2	215497.0
6862.5	241.0	32.13333333333333	215738.0
6870.0	233.0	31.066666666666666	215971.0
6877.5	226.0	30.133333333333333	216197.0
6885.0	226.0	30.133333333333333	216423.0
6892.5	237.0	31.6	216660.0
6900.0	219.0	29.2	216879.0
6907.5	229.0	30.533333333333335	217108.0
6915.0	271.0	36.13333333333333	217379.0
6922.5	223.0	29.733333333333334	217602.0
6930.0	205.0	27.333333333333332	217807.0
6937.5	267.0	35.6	218074.0
6945.0	252.0	33.6	218326.0
6952.5	236.0	31.466666666666665	218562.0
6960.0	220.0	29.333333333333332	218782.0
6967.5	222.0	29.6	219004.0
6975.0	228.0	30.4	219232.0
6982.5	248.0	33.06666666666667	219480.0
6990.0	264.0	35.2	219744.0
6997.5	236.0	31.466666666666665	219980.0
7005.0	243.0	32.4	220223.0
7012.5	231.0	30.8	220454.0
7020.0	252.0	33.6	220706.0
7027.5	231.0	30.8	220937.0
7035.0	243.0	32.4	221180.0
7042.5	246.0	32.8	221426.0
7050.0	244.0	32.53333333333333	221670.0
7057.5	267.0	35.6	221937.0
7065.0	224.0	29.866666666666667	222161.0
7072.5	225.0	30.0	222386.0
7080.0	243.0	32.4	222629.0
7087.5	241.0	32.13333333333333	222870.0
7095.0	213.0	28.4	223083.0
7102.5	237.0	31.6	223320.0
7110.0	229.0	30.533333333333335	223549.0
7117.5	249.0	33.2	223798.0
7125.0	251.0	33.46666666666667	224049.0
7132.5	274.0	36.53333333333333	224323.0
7140.0	208.0	27.733333333333334	224531.0
7147.5	228.0	30.4	224759.0
7155.0	246.0	32.8	225005.0
7162.5	211.0	28.133333333333333	225216.0
7170.0	223.0	29.733333333333334	225439.0
7177.5	229.0	30.533333333333335	225668.0
7185.0	261.0	34.8	225929.0
7192.5	257.0	34.266666666666666	226186.0
7200.0	230.0	30.666666666666668	226416.0
7207.5	229.0	30.533333333333335	226645.0
7215.0	245.0	32.666666666666664	226890.0
7222.5	243.0	32.4	227133.0
7230.0	233.0	31.066666666666666	227366.0
7237.5	279.0	37.2	227645.0
7245.0	247.0	32.93333333333333	227892.0
7252.5	246.0	32.8	228138.0
7260.0	223.0	29.733333333333334	228361.0
7267.5	252.0	33.6	228613.0
7275.0	226.0	30.133333333333333	228839.0
7282.5	260.0	34.666666666666664	229099.0
7290.0	226.0	30.133333333333333	229325.0
7297.5	217.0	28.933333333333334	229542.0
7305.0	244.0	32.53333333333333	229786.0
7312.5	251.0	33.46666666666667	230037.0
7320.0	214.0	28.533333333333335	230251.0
7327.5	253.0	33.733333333333334	230504.0
7335.0	248.0	33.06666666666667	230752.0
7342.5	249.0	33.2	231001.0
7350.0	258.0	34.4	231259.0
7357.5	223.0	29.733333333333334	231482.0
7365.0	247.0	32.93333333333333	231729.0
7372.5	259.0	34.53333333333333	231988.0
7380.0	241.0	32.13333333333333	232229.0
7387.5	239.0	31.866666666666667	232468.0
7395.0	225.0	30.0	232693.0
7402.5	218.0	29.066666666666666	232911.0
7410.0	261.0	34.8	233172.0
7417.5	237.0	31.6	233409.0
7425.0	233.0	31.066666666666666	233642.0
7432.5	232.0	30.933333333333334	233874.0
7440.0	249.0	33.2	234123.0
7447.5	231.0	30.8	234354.0
7455.0	253.0	33.733333333333334	234607.0
7462.5	225.0	30.0	234832.0
7470.0	221.0	29.466666666666665	235053.0
7477.5	207.0	27.6	235260.0
7485.0	237.0	31.6	235497.0
7492.5	279.0	37.2	235776.0
7500.0	244.0	32.53333333333333	236020.0
7507.5	224.0	29.866666666666667	236244.0
7515.0	238.0	31.733333333333334	236482.0
7522.5	238.0	31.733333333333334	236720.0
7530.0	229.0	30.533333333333335	236949.0
7537.5	235.0	31.333333333333332	237184.0
7545.0	239.0	31.866666666666667	237423.0
7552.5	239.0	31.866666666666667	237662.0
7560.0	242.0	32.266666666666666	237904.0
7567.5	246.0	32.8	238150.0
7575.0	250.0	33.333333333333336	238400.0
7582.5	223.0	29.733333333333334	238623.0
7590.0	246.0	32.8	238869.0
7597.5	240.0	32.0	239109.0
7605.0	255.0	34.0	239364.0
7612.5	261.0	34.8	239625.0
7620.0	232.0	30.933333333333334	239857.0
7627.5	236.0	31.466666666666665	240093.0
7635.0	215.0	28.666666666666668	240308.0
7642.5	235.0	31.333333333333332	240543.0
7650.0	238.0	31.733333333333334	240781.0
7657.5	262.0	34.93333333333333	241043.0
7665.0	232.0	30.933333333333334	241275.0
7672.5	270.0	36.0	241545.0
7680.0	234.0	31.2	241779.0
7687.5	245.0	32.666666666666664	242024.0
7695.0	261.0	34.8	242285.0
7702.5	238.0	31.733333333333334	242523.0
7710.0	254.0	33.86666666666667	242777.0
7717.5	246.0	32.8	243023.0
7725.0	260.0	34.666666666666664	243283.0
7732.5	257.0	34.266666666666666	243540.0
7740.0	204.0	27.2	243744.0
7747.5	229.0	30.533333333333335	243973.0
7755.0	244.0	32.53333333333333	244217.0
7762.5	219.0	29.2	244436.0
7770.0	271.0	36.13333333333333	244707.0
7777.5	236.0	31.466666666666665	244943.0
7785.0	204.0	27.2	245147.0
7792.5	244.0	32.53333333333333	245391.0
7800.0	224.0	29.866666666666667	245615.0
7807.5	251.0	33.46666666666667	245866.0
7815.0	231.0	30.8	246097.0
7822.5	236.0	31.466666666666665	246333.0
7830.0	237.0	31.6	246570.0
7837.5	242.0	32.266666666666666	246812.0
7845.0	248.0	33.06666666666667	247060.0
7852.5	243.0	32.4	247303.0
7860.0	270.0	36.0	247573.0
7867.5	231.0	30.8	247804.0
7875.0	240.0	32.0	248044.0
7882.5	217.0	28.933333333333334	248261.0
7890.0	258.0	34.4	248519.0
7897.5	263.0	35.06666666666667	248782.0
7905.0	240.0	32.0	249022.0
7912.5	231.0	30.8	249253.0
7920.0	231.0	30.8	249484.0
7927.5	269.0	35.86666666666667	249753.0
7935.0	221.0	29.466666666666665	249974.0
7942.5	266.0	35.46666666666667	250240.0
7950.0	247.0	32.93333333333333	250487.0
7957.5	243.0	32.4	250730.0
7965.0	252.0	33.6	250982.0
7972.5	251.0	33.46666666666667	251233.0
7980.0	218.0	29.066666666666666	251451.0
7987.5	223.0	29.733333333333334	251674.0
7995.0	211.0	28.133333333333333	251885.0
8002.5	251.0	33.46666666666667	252136.0
8010.0	254.0	33.86666666666667	252390.0
8017.5	238.0	31.733333333333334	252628.0
8025.0	243.0	32.4	252871.0
8032.5	249.0	33.2	253120.0
8040.0	246.0	32.8	253366.0
8047.5	240.0	32.0	253606.0
8055.0	246.0	32.8	253852.0
8062.5	258.0	34.4	254110.0
8070.0	253.0	33.733333333333334	254363.0
8077.5	272.0	36.266666666666666	254635.0
8085.0	235.0	31.333333333333332	254870.0
8092.5	240.0	32.0	255110.0
8100.0	231.0	30.8	255341.0
8107.5	223.0	29.733333333333334	255564.0
8115.0	240.0	32.0	255804.0
8122.5	233.0	31.066666666666666	256037.0
8130.0	233.0	31.066666666666666	256270.0
8137.5	237.0	31.6	256507.0
8145.0	220.0	29.333333333333332	256727.0
8152.5	242.0	32.266666666666666	256969.0
8160.0	243.0	32.4	257212.0
8167.5	275.0	36.666666666666664	257487.0
8175.0	226.0	30.133333333333333	257713.0
8182.5	242.0	32.266666666666666	257955.0
8190.0	246.0	32.8	258201.0
8197.5	244.0	32.53333333333333	258445.0
8205.0	231.0	30.8	258676.0
8212.5	229.0	30.533333333333335	258905.0
8220.0	243.0	32.4	259148.0
8227.5	224.0	29.866666666666667	259372.0
8235.0	269.0	35.86666666666667	259641.0
8242.5	246.0	32.8	259887.0
8250.0	214.0	28.533333333333335	260101.0
8257.5	197.0	26.266666666666666	260298.0
8265.0	241.0	32.13333333333333	260539.0
8272.5	232.0	30.933333333333334	260771.0
8280.0	229.0	30.533333333333335	261000.0
8287.5	244.0	32.53333333333333	261244.0
8295.0	215.0	28.666666666666668	261459.0
8302.5	237.0	31.6	261696.0
8310.0	251.0	33.46666666666667	261947.0
8317.5	234.0	31.2	262181.0
8325.0	235.0	31.333333333333332	262416.0
8332.5	235.0	31.333333333333332	262651.0
8340.0	226.0	30.133333333333333	262877.0
8347.5	249.0	33.2	263126.0
8355.0	227.0	30.266666666666666	263353.0
8362.5	249.0	33.2	263602.0
8370.0	242.0	32.266666666666666	263844.0
8377.5	232.0	30.933333333333334	264076.0
8385.0	238.0	31.733333333333334	264314.0
8392.5	219.0	29.2	264533.0
8400.0	236.0	31.466666666666665	264769.0
8407.5	243.0	32.4	265012.0
8415.0	234.0	31.2	265246.0
8422.5	247.0	32.93333333333333	265493.0
8430.0	258.0	34.4	265751.0
8437.5	256.0	34.13333333333333	266007.0
8445.0	211.0	28.133333333333333	266218.0
8452.5	244.0	32.53333333333333	266462.0
8460.0	227.0	30.266666666666666	266689.0
8467.5	224.0	29.866666666666667	266913.0
8475.0	256.0	34.13333333333333	267169.0
8482.5	240.0	32.0	267409.0
8490.0	272.0	36.266666666666666	267681.0
8497.5	200.0	26.666666666666668	267881.0
8505.0	241.0	32.13333333333333	268122.0
8512.5	230.0	30.666666666666668	268352.0
8520.0	221.0	29.466666666666665	268573.0
8527.5	224.0	29.866666666666667	268797.0
8535.0	254.0	33.86666666666667	269051.0
8542.5	239.0	31.866666666666667	269290.0
8550.0	228.0	30.4	269518.0
8557.5	222.0	29.6	269740.0
8565.0	242.0	32.266666666666666	269982.0
8572.5	251.0	33.46666666666667	270233.0
8580.0	253.0	33.733333333333334	270486.0
8587.5	259.0	34.53333333333333	270745.0
8595.0	234.0	31.2	270979.0
8602.5	252.0	33.6	271231.0
8610.0	254.0	33.86666666666667	271485.0
8617.5	237.0	31.6	271722.0
8625.0	238.0	31.733333333333334	271960.0
8632.5	261.0	34.8	272221.0
8640.0	232.0	30.933333333333334	272453.0
8647.5	241.0	32.13333333333333	272694.0
8655.0	255.0	34.0	272949.0
8662.5	227.0	30.266666666666666	273176.0
8670.0	237.0	31.6	273413.0
8677.5	225.0	30.0	273638.0
8685.0	243.0	32.4	273881.0
8692.5	238.0	31.733333333333334	274119.0
8700.0	227.0	30.266666666666666	274346.0
8707.5	233.0	31.066666666666666	274579.0
8715.0	246.0	32.8	274825.0
8722.5	261.0	34.8	275086.0
8730.0	237.0	31.6	275323.0
8737.5	251.0	33.46666666666667	275574.0
8745.0	229.0	30.533333333333335	275803.0
8752.5	243.0	32.4	276046.0
8760.0	244.0	32.53333333333333	276290.0
8767.5	231.0	30.8	276521.0
8775.0	224.0	29.866666666666667	276745.0
8782.5	242.0	32.266666666666666	276987.0
8790.0	255.0	34.0	277242.0
8797.5	257.0	34.266666666666666	277499.0
8805.0	237.0	31.6	277736.0
8812.5	253.0	33.733333333333334	277989.0
8820.0	226.0	30.133333333333333	278215.0
8827.5	229.0	30.533333333333335	278444.0
8835.0	261.0	34.8	278705.0
8842.5	224.0	29.866666666666667	278929.0
8850.0	233.0	31.066666666666666	279162.0
8857.5	227.0	30.266666666666666	279389.0
8865.0	235.0	31.333333333333332	279624.0
8872.5	235.0	31.333333333333332	279859.0
8880.0	244.0	32.53333333333333	280103.0
8887.5	249.0	33.2	280352.0
8895.0	231.0	30.8	280583.0
8902.5	249.0	33.2	280832.0
8910.0	250.0	33.333333333333336	281082.0
8917.5	236.0	31.466666666666665	281318.0
8925.0	204.0	27.2	281522.0
8932.5	264.0	35.2	281786.0
8940.0	278.0	37.06666666666667	282064.0
8947.5	227.0	30.266666666666666	282291.0
8955.0	214.0	28.533333333333335	282505.0
8962.5	223.0	29.733333333333334	282728.0
8970.0	253.0	33.733333333333334	282981.0
8977.5	247.0	32.93333333333333	283228.0
8985.0	228.0	30.4	283456.0
8992.5	236.0	31.466666666666665	283692.0
9000.0	227.0	30.266666666666666	283919.0
9007.5	221.0	29.466666666666665	284140.0
9015.0	214.0	28.533333333333335	284354.0
9022.5	232.0	30.933333333333334	284586.0
9030.0	213.0	28.4	284799.0
9037.5	235.0	31.333333333333332	285034.0
9045.0	230.0	30.666666666666668	285264.0
9052.5	231.0	30.8	285495.0
9060.0	240.0	32.0	285735.0
9067.5	247.0	32.93333333333333	285982.0
9075.0	240.0	32.0	286222.0
9082.5	236.0	31.466666666666665	286458.0
9090.0	239.0	31.866666666666667	286697.0
9097.5	252.0	33.6	286949.0
9105.0	226.0	30.133333333333333	287175.0
9112.5	233.0	31.066666666666666	287408.0
9120.0	199.0	26.533333333333335	287607.0
9127.5	225.0	30.0	287832.0
9135.0	242.0	32.266666666666666	288074.0
9142.5	252.0	33.6	288326.0
9150.0	212.0	28.266666666666666	288538.0
9157.5	242.0	32.266666666666666	288780.0
9165.0	226.0	30.133333333333333	289006.0
9172.5	236.0	31.466666666666665	289242.0
9180.0	224.0	29.866666666666667	289466.0
9187.5	255.0	34.0	289721.0
9195.0	239.0	31.866666666666667	289960.0
9202.5	250.0	33.333333333333336	290210.0
9210.0	243.0	32.4	290453.0
9217.5	298.0	39.733333333333334	290751.0
9225.0	265.0	35.333333333333336	291016.0
9232.5	251.0	33.46666666666667	291267.0
9240.0	241.0	32.13333333333333	291508.0
9247.5	240.0	32.0	291748.0
9255.0	248.0	33.06666666666667	291996.0
9262.5	257.0	34.266666666666666	292253.0
9270.0	259.0	34.53333333333333	292512.0
9277.5	230.0	30.666666666666668	292742.0
9285.0	222.0	29.6	292964.0
9292.5	240.0	32.0	293204.0
9300.0	237.0	31.6	293441.0
9307.5	247.0	32.93333333333333	293688.0
9315.0	224.0	29.866666666666667	293912.0
9322.5	232.0	30.933333333333334	294144.0
9330.0	220.0	29.333333333333332	294364.0
9337.5	225.0	30.0	294589.0
9345.0	230.0	30.666666666666668	294819.0
9352.5	253.0	33.733333333333334	295072.0
9360.0	235.0	31.333333333333332	295307.0
9367.5	258.0	34.4	295565.0
9375.0	247.0	32.93333333333333	295812.0
9382.5	221.0	29.466666666666665	296033.0
9390.0	231.0	30.8	296264.0
9397.5	243.0	32.4	296507.0
9405.0	262.0	34.93333333333333	296769.0
9412.5	245.0	32.666666666666664	297014.0
9420.0	233.0	31.066666666666666	297247.0
9427.5	244.0	32.53333333333333	297491.0
9435.0	229.0	30.533333333333335	297720.0
9442.5	250.0	33.333333333333336	297970.0
9450.0	232.0	30.933333333333334	298202.0
9457.5	219.0	29.2	298421.0
9465.0	279.0	37.2	298700.0
9472.5	297.0	39.6	298997.0
9480.0	218.0	29.066666666666666	299215.0
9487.5	250.0	33.333333333333336	299465.0
9495.0	257.0	34.266666666666666	299722.0
9502.5	223.0	29.733333333333334	299945.0
9510.0	218.0	29.066666666666666	300163.0
9517.5	269.0	35.86666666666667	300432.0
9525.0	239.0	31.866666666666667	300671.0
9532.5	246.0	32.8	300917.0
9540.0	213.0	28.4	301130.0
9547.5	262.0	34.93333333333333	301392.0
9555.0	242.0	32.266666666666666	301634.0
9562.5	238.0	31.733333333333334	301872.0
9570.0	240.0	32.0	302112.0
9577.5	251.0	33.46666666666667	302363.0
9585.0	229.0	30.533333333333335	302592.0
9592.5	248.0	33.06666666666667	302840.0
9600.0	246.0	32.8	303086.0
9607.5	241.0	32.13333333333333	303327.0
9615.0	267.0	35.6	303594.0
9622.5	214.0	28.533333333333335	303808.0
9630.0	216.0	28.8	304024.0
9637.5	241.0	32.13333333333333	304265.0
9645.0	247.0	32.93333333333333	304512.0
9652.5	221.0	29.466666666666665	304733.0
9660.0	247.0	32.93333333333333	304980.0
9667.5	225.0	30.0	305205.0
9675.0	249.0	33.2	305454.0
9682.5	240.0	32.0	305694.0
9690.0	276.0	36.8	305970.0
9697.5	258.0	34.4	306228.0
9705.0	251.0	33.46666666666667	306479.0
9712.5	250.0	33.333333333333336	306729.0
9720.0	233.0	31.066666666666666	306962.0
9727.5	230.0	30.666666666666668	307192.0
9735.0	253.0	33.733333333333334	307445.0
9742.5	241.0	32.13333333333333	307686.0
9750.0	239.0	31.866666666666667	307925.0
9757.5	229.0	30.533333333333335	308154.0
9765.0	230.0	30.666666666666668	308384.0
9772.5	205.0	27.333333333333332	308589.0
9780.0	248.0	33.06666666666667	308837.0
9787.5	241.0	32.13333333333333	309078.0
9795.0	245.0	32.666666666666664	309323.0
9802.5	255.0	34.0	309578.0
9810.0	218.0	29.066666666666666	309796.0
9817.5	242.0	32.266666666666666	310038.0
9825.0	239.0	31.866666666666667	310277.0
9832.5	240.0	32.0	310517.0
9840.0	259.0	34.53333333333333	310776.0
9847.5	257.0	34.266666666666666	311033.0
9855.0	208.0	27.733333333333334	311241.0
9862.5	236.0	31.466666666666665	311477.0
9870.0	253.0	33.733333333333334	311730.0
9877.5	214.0	28.533333333333335	311944.0
9885.0	254.0	33.86666666666667	312198.0
9892.5	253.0	33.733333333333334	312451.0
9900.0	260.0	34.666666666666664	312711.0
9907.5	228.0	30.4	312939.0
9915.0	225.0	30.0	313164.0
9922.5	252.0	33.6	313416.0
9930.0	229.0	30.533333333333335	313645.0
9937.5	217.0	28.933333333333334	313862.0
9945.0	239.0	31.866666666666667	314101.0
9952.5	238.0	31.733333333333334	314339.0
9960.0	230.0	30.666666666666668	314569.0
9967.5	235.0	31.333333333333332	314804.0
9975.0	238.0	31.733333333333334	315042.0
9982.5	237.0	31.6	315279.0
9990.0	228.0	30.4	315507.0
9997.5	210.0	28.0	315717.0
10005.0	246.0	32.8	315963.0
10012.5	231.0	30.8	316194.0
10020.0	255.0	34.0	316449.0
10027.5	234.0	31.2	316683.0
10035.0	245.0	32.666666666666664	316928.0
10042.5	223.0	29.733333333333334	317151.0
10050.0	232.0	30.933333333333334	317383.0
10057.5	242.0	32.266666666666666	317625.0
10065.0	227.0	30.266666666666666	317852.0
10072.5	265.0	35.333333333333336	318117.0
10080.0	231.0	30.8	318348.0
10087.5	247.0	32.93333333333333	318595.0
10095.0	218.0	29.066666666666666	318813.0
10102.5	257.0	34.266666666666666	319070.0
10110.0	241.0	32.13333333333333	319311.0
10117.5	239.0	31.866666666666667	319550.0
10125.0	240.0	32.0	319790.0
10132.5	230.0	30.666666666666668	320020.0
10140.0	245.0	32.666666666666664	320265.0
10147.5	260.0	34.666666666666664	320525.0
10155.0	230.0	30.666666666666668	320755.0
10162.5	249.0	33.2	321004.0
10170.0	237.0	31.6	321241.0
10177.5	234.0	31.2	321475.0
10185.0	248.0	33.06666666666667	321723.0
10192.5	223.0	29.733333333333334	321946.0
